rainfall_mm,rainy_days,mushroom_species,growth_rate_g,harvest_time
39.404795924659226,0,Chicken Leg,241.72637758562573,2023-03-30
60.26534866226712,10,Chicken Leg,356.4594176424692,2023-03-31
51.941550986960806,11,Oyster,310.67853042828443,2023-04-01
69.37289981065778,8,Shiitake,406.5509489586178,2023-04-02
35.95893812245295,8,Oyster,222.7741596734912,2023-04-03
43.44675706804463,1,Shiitake,263.9571638742455,2023-04-04
42.15783693735685,6,King Oyster,256.8681031554626,2023-04-05
20.72970103735763,14,Chicken Leg,139.01335570546698,2023-04-06
55.922405541291525,13,King Oyster,332.5732304771034,2023-04-07
55.221105443597786,9,Shiitake,328.71607993978785,2023-04-08
50.102269132849216,2,Shiitake,300.56248023067064,2023-04-09
45.30825733249706,6,King Oyster,274.1954153287338,2023-04-10
